0 100 384,600,1224,1224
1 100 384,600,1224,1200
2 100 384,600,1224,1200
3 100 384,600,1224,1200
4 100 384,600,1224,1200
5 100 384,600,1224,1200
6 100 384,600,1224,1200
7 100 384,600,1224,1200
8 100 384,600,1224,1200
9 100 384,600,1224,1200
10 100 384,600,1224,1200
11 100 384,600,1224,1200
12 100 384,600,1224,1200
13 100 384,600,1224,1200
14 100 384,600,1224,1200
15 100 384,600,1224,1200
16 100 384,600,1224,1200
17 100 384,600,1224,1200
18 100 384,600,1224,1200
19 100 384,600,1224,1200
20 100 384,600,1224,1200
21 100 384,600,1224,1200
22 100 384,600,1224,1200
23 100 384,600,1224,1200
24 100 384,600,1224,1200
25 100 384,600,1224,1200
26 100 408,600,1224,1200
27 100 408,600,1224,1200
28 100 408,576,1224,1200
29 100 408,576,1224,1200
30 100 432,576,1224,1200
31 100 432,552,1224,1224
32 100 456,552,1224,1200
33 100 456,552,1224,1200
34 100 456,552,1224,1200
35 100 456,552,1224,1200
36 100 456,552,1224,1224
37 100 456,552,1224,1224
38 100 456,576,1224,1200
39 100 456,576,1224,1200
40 100 456,576,1224,1200
41 100 456,576,1224,1200
42 100 456,552,1224,1224
43 100 456,552,1224,1200
44 100 456,552,1224,1200
45 100 456,552,1224,1200
46 100 480,552,1224,1200
47 100 480,528,1224,1224
48 100 480,528,1224,1224
49 100 480,528,1224,1200
50 100 480,528,1224,1200
51 100 480,528,1224,1200
52 100 480,504,1224,1224
53 100 480,504,1224,1224
54 100 480,504,1224,1200
55 100 480,504,1224,1200
56 100 480,504,1224,1200
57 100 480,480,1224,1224
58 100 480,480,1224,1200
59 100 480,480,1224,1200
60 100 480,480,1224,1224
61 100 480,504,1224,1200
62 100 480,504,1224,1200
63 100 480,504,1224,1200
64 100 480,504,1224,1200
65 100 480,504,1224,1200
66 100 480,504,1224,1200
67 100 480,504,1224,1200
68 100 480,504,1224,1200
69 100 480,504,1224,1200
70 100 480,504,1224,1200
71 100 480,504,1224,1200
72 100 480,504,1224,1200
73 100 480,504,1224,1200
74 100 480,504,1224,1200
75 100 480,504,1224,1200
76 100 480,504,1224,1200
77 100 480,504,1224,1200
78 100 480,504,1224,1200
79 100 480,504,1224,1200
80 100 480,504,1224,1200
81 100 480,504,1224,1200
82 100 480,504,1224,1200
83 100 480,504,1224,1200
84 100 480,504,1224,1200
85 100 456,504,1224,1200
86 100 456,504,1224,1200
87 100 456,504,1224,1200
88 100 456,504,1224,1200
89 100 456,504,1224,1200
90 100 456,504,1224,1224
91 100 456,504,1224,1200
92 100 456,504,1224,1200
93 100 456,504,1224,1200
94 100 456,504,1224,1200
95 100 456,504,1224,1200
96 100 456,504,1224,1200
97 100 456,504,1224,1224
98 100 456,504,1224,1200
99 100 456,504,1224,1200
100 100 456,504,1224,1200
101 100 456,504,1224,1200
102 100 456,504,1224,1200
103 100 456,504,1224,1200
104 100 456,504,1224,1200
105 100 456,504,1224,1200
106 100 456,504,1224,1200
107 100 456,504,1224,1200
108 100 456,504,1224,1200
109 100 456,504,1224,1200
110 100 456,504,1224,1200
111 100 456,504,1224,1200
112 100 456,504,1224,1200
113 100 456,504,1224,1224
114 100 456,504,1224,1224
115 100 456,504,1224,1224
116 100 456,504,1224,1224
117 100 456,504,1224,1224
118 100 456,504,1224,1224
119 100 456,504,1224,1224
120 100 456,504,1224,1200
121 100 456,504,1224,1200
122 100 456,504,1224,1200
123 100 456,504,1224,1224
124 100 456,504,1224,1200
125 100 456,504,1224,1200
126 100 456,504,1224,1200
127 100 456,504,1224,1224
128 100 456,504,1224,1224
129 100 456,504,1224,1224
130 100 456,504,1224,1224
131 100 456,504,1224,1224
132 100 456,504,1224,1224
133 100 456,504,1224,1224
134 100 456,504,1224,1224
135 100 456,504,1224,1224
136 100 456,504,1224,1224
137 100 456,504,1224,1224
138 100 456,504,1224,1224
139 100 456,504,1224,1224
140 100 456,504,1224,1224
141 100 456,504,1224,1224
142 100 456,504,1224,1224
143 100 456,504,1224,1224
144 100 456,504,1224,1224
145 100 456,504,1224,1224
146 100 456,504,1224,1224
147 100 456,504,1224,1200
148 100 456,504,1224,1200
149 100 456,504,1224,1200
150 100 456,504,1224,1200
151 100 456,504,1224,1200
152 100 456,504,1224,1200
153 100 456,504,1224,1200
154 100 456,504,1224,1200
155 100 456,504,1224,1200
156 100 456,504,1224,1200
157 100 456,504,1224,1200
158 100 456,504,1224,1224
159 100 456,504,1224,1200
160 100 456,504,1224,1200
161 100 456,504,1224,1200
162 100 456,504,1224,1200
163 100 456,504,1224,1200
164 100 456,504,1224,1200
165 100 456,504,1224,1200
166 100 456,504,1224,1200
167 100 456,504,1224,1224
168 100 456,504,1224,1200
169 100 456,504,1224,1200
170 100 456,504,1224,1200
171 100 456,504,1224,1200
172 100 456,504,1224,1200
173 100 456,504,1224,1200
174 100 456,504,1224,1200
175 100 456,504,1224,1200
176 100 456,504,1224,1200
177 100 456,504,1224,1200
178 100 456,504,1224,1200
179 100 456,504,1224,1200
180 100 456,504,1224,1200
181 100 456,504,1224,1200
182 100 456,504,1224,1200
183 100 456,504,1224,1200
184 100 456,504,1224,1200
185 100 456,504,1224,1200
186 100 456,504,1224,1200
187 100 456,504,1224,1200
188 100 456,504,1224,1200
189 100 456,504,1224,1224
190 100 456,504,1224,1224
191 100 456,504,1224,1224
192 100 456,504,1224,1224
193 100 456,504,1224,1224
194 100 456,504,1224,1224
195 100 456,504,1224,1224
196 100 456,504,1224,1224
