0 100 432,648,1224,1200
1 100 432,648,1224,1200
2 100 432,648,1224,1200
3 100 432,648,1224,1200
4 100 432,648,1224,1200
5 100 432,648,1224,1200
6 100 432,648,1224,1200
7 100 432,648,1224,1200
8 100 432,648,1224,1200
9 100 432,648,1224,1200
10 100 432,648,1224,1200
11 100 432,648,1224,1200
12 100 432,648,1224,1200
13 100 432,648,1224,1200
14 100 408,648,1224,1200
15 100 408,648,1224,1200
16 100 408,648,1224,1200
17 100 408,648,1224,1200
18 100 408,648,1224,1200
19 100 408,648,1224,1200
20 100 408,648,1224,1200
21 100 408,648,1224,1200
22 100 408,648,1224,1200
23 100 408,648,1224,1200
24 100 408,648,1224,1200
25 100 408,648,1224,1200
26 100 408,648,1224,1200
27 100 408,648,1224,1200
28 100 384,648,1224,1200
29 100 384,648,1224,1200
30 100 384,624,1224,1224
31 100 384,624,1224,1200
32 100 384,624,1224,1200
33 100 384,624,1224,1200
34 100 408,600,1224,1200
35 100 408,600,1224,1200
36 100 408,576,1224,1200
37 100 432,552,1224,1200
38 100 432,552,1224,1200
39 100 432,528,1224,1224
40 100 432,528,1224,1224
41 100 432,528,1224,1200
42 100 432,528,1224,1200
43 100 432,528,1224,1200
44 100 432,528,1224,1200
45 100 432,528,1224,1200
46 100 432,528,1224,1200
47 100 432,528,1224,1200
48 100 432,552,1224,1200
49 100 432,552,1224,1200
50 100 408,552,1224,1224
51 100 384,600,1224,1200
52 100 384,600,1224,1200
53 100 360,624,1224,1200
54 100 336,648,1224,1224
55 100 336,648,1224,1224
56 100 312,696,1224,1200
57 100 312,696,1224,1224
58 100 312,696,1224,1224
59 100 288,720,1224,1200
60 100 288,744,1224,1200
61 100 288,744,1224,1200
62 100 264,768,1224,1200
63 100 264,768,1224,1200
64 100 264,768,1224,1200
65 100 240,792,1224,1200
66 100 216,792,1224,1200
67 100 216,792,1224,1200
68 100 216,792,1224,1224
69 100 216,792,1224,1224
70 100 216,816,1224,1200
71 100 216,792,1224,1224
72 100 216,792,1224,1224
73 100 216,816,1224,1200
74 100 192,816,1224,1224
75 100 192,816,1224,1224
76 100 216,816,1224,1200
77 100 216,816,1224,1200
78 100 216,816,1224,1200
79 100 216,816,1224,1200
80 100 192,816,1224,1224
81 100 192,816,1224,1224
82 100 216,816,1224,1200
83 100 216,792,1224,1224
84 100 216,792,1224,1224
85 100 240,792,1224,1200
86 100 240,768,1224,1200
87 100 240,768,1224,1200
88 100 264,768,1224,1200
89 100 264,744,1224,1200
90 100 264,744,1224,1200
91 100 264,744,1224,1200
92 100 264,720,1224,1200
93 100 264,720,1224,1200
94 100 264,720,1224,1200
95 100 264,720,1224,1224
96 100 264,720,1224,1224
97 100 264,720,1224,1200
98 100 264,720,1224,1200
99 100 264,720,1224,1200
100 100 264,696,1224,1224
101 100 264,696,1224,1224
102 100 288,696,1224,1200
103 100 288,672,1224,1200
104 100 288,672,1224,1200
105 100 312,672,1224,1200
106 100 312,672,1224,1200
107 100 312,672,1224,1200
108 100 312,648,1224,1200
109 100 312,648,1224,1200
110 100 312,648,1224,1200
111 100 312,648,1224,1224
112 100 312,672,1224,1200
113 100 312,672,1224,1200
114 100 312,648,1224,1224
115 100 312,672,1224,1200
116 100 312,672,1224,1200
117 100 312,696,1224,1200
118 100 312,696,1224,1200
119 100 288,696,1224,1200
120 100 288,696,1224,1200
121 100 288,696,1224,1200
122 100 288,696,1224,1200
123 100 312,672,1224,1224
124 100 312,672,1224,1224
125 100 312,672,1224,1200
126 100 312,672,1224,1200
127 100 312,672,1224,1200
128 100 288,672,1224,1200
129 100 288,672,1224,1224
130 100 288,672,1224,1224
131 100 264,696,1224,1200
132 100 216,720,1224,1200
133 100 216,720,1224,1200
134 100 216,720,1224,1200
135 100 264,696,1224,1200
136 100 264,696,1224,1200
137 100 264,696,1224,1200
138 100 264,696,1224,1200
139 100 264,696,1224,1224
140 100 264,696,1224,1224
141 100 264,696,1224,1224
142 100 288,696,1224,1200
143 100 288,696,1224,1200
144 100 288,696,1224,1200
145 100 312,672,1224,1224
146 100 312,672,1224,1200
147 100 312,672,1224,1200
148 100 336,648,1224,1224
149 100 336,648,1224,1200
150 100 336,648,1224,1200
151 100 336,648,1224,1224
152 100 336,648,1224,1224
153 100 336,648,1224,1224
